,review,label
208,说句话就是我这个电信号是一天贷款了，大学的时候那个手机号我现在看了没用了，我看我这边我们收的钱就多块钱。,0
209,啊因为这个手机号是跟宽带是组合在一起的，呀宽带如果不用的话，先生那个是需要那个机主本人身份证原件去地方营业厅把宽带办理注销啊。,2
210,不是，本来当时是办了一年的，嘛您。,2
211,他只是说您的宽带那方他的月假是88块钱一个月，您当年是816，它并不是说是您帮您到期之后就宽带给您自动注销了，如果宽带帮您到期之后，如果您没有在自动去这边进行续约帮您的话，就按照88来算，并不是指的是您宽带包年到期之后就自动给您取消了先生，,2
212,保险这一项，他们本。,2
213,这样的话，呢那这个是需要您宽带这边当时签的协议到期了，机主本人身份证原件去营业厅把费用结清之后办理注销，然后注销的时候退还的话，还把那个光猫的全套设备要退还。,2
214,你们几个都搞笑，我们都没用了，也不跟我一声，要不就可管这样的嗯。,0
215,宽带套餐那方的话，它并不是它并不是说您的包，它只是你包年优惠周期到期，啊先生您。,2
216,包里有水，啊如果我保险到期了，我要是没提醒，过着口水呢。,0
217,我们这方套餐手机号码雷锋他的包年的话一般都是您当时签的协议是多是什么时候入网的，当年从4月开始就生效啊到第二年的，那个比如说您的宽带这边，我看了一下您的当年是在那个18年6月份办理的，那么这么包年的周期是18年7月份到今年的6月份到期啊。,2
218,啊我早期了，我还是没没任何提醒，就会可能。,0
219,这个当时宽带帮您，潍坊都是有协议的先生！,2
220,我写你之前那一年啊我也没。,2
221,而且您如果账户的余额不够的话，您手机号码的话我们都是有短信提醒的，呀,2
222,您宽带地方消费凭。,2
223,短信信息，所以我打电话来问你！,2
224,啊在您宽带那方的话，在联网的时候的话，那方的话它欠费的话也有提醒的，呀。,2
225,我拍了已经很久都没有了！,2
226,嗯那不好，他这个都是有月租的，都会一次性的话进行扣取。,2
227,我们这个太搞笑了，巴西都不提醒就可以开，我说第二年我都不用我给她再扣呢。,0
228,的话，正常去营业厅地方申请销户的业务啊先生，他并不是不管他的话，等他先。,2
229,不要他小，还是不不提醒我需要销户，呢我要是不提醒我，如果位小伙还要还要扣我费！,0
230,啊那肯定这方需要对它进行一个并不是您宽带您想不用就不用的情况，嘛肯定有协议，如果您对这个电信公司这个欠费的话，如果存在不认可的情况下，然后就帮您走投诉反映这个问题，这个不管,2
231,是件快递，不过不管是电信移动联通那您宽带地方，如果不用包括你手机，不管是单手机号码还是宽带，还是座机号码一起，您不用可能正常去申请销户的业务，呀并不是您单方面的话认为的话您不用了就不应该收你的费用了，对吧？,2
232,规则是这样的，呀计费的，,2
233,不是归不是，我认为应该你们应该有义务提醒我需要学费，需要我只会需要注销。,0
234,这本来就是你们的义务，不是说我认为这样嘛。,0
235,那情况那我就帮您先记录下来反映，嘛然后联系号码的话，您看一下是联系您来电这个号码呢还是一他手机。,2
236,噢可以可以行行。,2
237,好的，那我帮您先记录下来，然后到时候的话同事魏芳给您电话联系，那行编号保持这号码畅通吗？您看一下，还有其他需要咨询的。,2
238,嗯噢好的，那感谢来电，嗯好，再见。,2
239,喂喂，你好！,2
240,喂打扰一下先生，我这边是中国电信的投资中心，请问方便接听吗？,2
241,啊什么事！,2
242,所以您之前的话也来电反映，就是说呃我们的这个锦江区莲桂路营业厅，然后没有帮您查询，机主,2
243,不是连龟，都是连心路，我刚才看了一下,2
244,莲心哈。,2
245,对,2
246,新疆的心吗？,2
247,新疆的心好。,2
248,的联系也是莲花的莲是吧！,2
249,对，连新路,2
250,嗯好的！,2
251,两在一起呢。,2
252,嗯是在一个地方哈是这样的，先生，我这边的话把您的这个情况的话也做一个上报了，这个的话之后我们会相对应的分公司进行反馈，看一下营业厅这边的话是否有授权查询，是这样的，啊,2
253,等一下我再说一下我再说一下，稍微等一下。，啊我那个这个我跟你说一下。,2
254,那个我刚才去我们家后面的。,2
255,那个。,2
256,那个东庄电信。,2
257,营业厅。,2
258,然后他直接就给我提出了解决。,2
259,方法！我。,2
260,的这个号码，,2
261,上查到了！,2
262,我是。,2
263,实名认证了的这个号码是我的！,2
264,然后。,2
265,他就拿我的手机给我拍了一张，,2
266,然后他就说你拿去银行试一试，,2
267,然后但是。,2
268,当时在那个联系路营业厅，他并没有这样做，他直接就给我粗暴地说，我的号码已经过户了！,0
269,说。,2
270,兼职工作！,2
271,我去兴投诉他的粗暴，他在粗暴地完成它的任务,0
272,嗯行，我明白就是在服务态度方面是存在问题的是吧？,2
273,东方的这边直接就给我提出的解决方法，中方这边营业厅直接给我一个解决方法，他他直接用我的手机在她的那个电脑上给我拍了一个嗯嗯证明，这个号码的那个主人是我，但是再联系路这个他并没有，他直接粗暴地给我说那个我的号码已经过户了，没办法答不出来，,0
274,然后就把我赶走了，您。,0
275,居住的话，大概是在什么时候呢,2
276,没有过户没有过户这号码就是我的,2
277,也是没有过户是吧？,2
278,对。,2
279,嗯实际上。,2
280,连记录直接就是粗暴的在那个完成中，,0
281,好的，那这边的话我们会把这个情况的话相对的分公司做反馈给请先生这边呢帮忙，嗯就是保持电话的畅通，我们会去做的话会给您做回复。还有另外一个就是说现在比如说像您之后的话，如果涉及到核对基础信息的这种情况，哈到时候呢,2
282,您可以这样做，实际上更方便一个一个电话就可以解决的，就是您可以打您往后来，那么我们会给您转接语音来进行身份证的一个验证，如果说验证成功的话，就证明这个号码所对应的实名制机主就是那个对应身份证，这样的话也可以解决的问题，有可能,1
283,这个问题。你知道吗？是我！,2
284,去银行办业务，他需要他需要提供纸面证明，证明这个号码是我的，,2
285,啊需要纸面证明是吧？,2
286,对，他需要。,2
287,指定证明银行需要直面证，,2
288,银行需要纸面证明，嘛,2
289,对，因为我这个号我我说的就来气，我跟你们说就是这个号。,0
290,我我两年前办的。,2
291,但是。,2
292,这个号得全一个号，主这个号的全一个号锁，他在银行办过一张。,2
293,储蓄卡！现在我要。,2
294,在那个银行办储蓄卡办不了。,2
295,噢我明白了，就是。,2
296,相当于说之前。,2
297,的话是没有解绑的是吧？,2
298,对，没有揭榜的。,2
299,明白了，行，那我关于您这个服务态度问题的话，这边我们会完善反馈，也请先生这边呢保持电话畅通之后，呢1万号会给您做正式回复，好吧？,2
300,嗯嗯行，带来了，哈感谢您的接听，再见，,2
301,嗯。嗯好，拜拜。,2
302,30758,2
303,号客服代表为您服务，您好，您可以帮您。,2
304,喂你好你好。,2
305,林先生，,2
306,唉我刚才查那个手机停机，我查了一下，今天还余了话费，他为啥子上面停机啦。,2
307,因为您这边号码的话是存在异常，使用行为，可能影响到了他人的正常工作生活，先是做了关停的，如果您需要正常使用，请您机主本人持身份证原件到当地指定厅办理核验身份赴肌肤计划时只能付一次！,2
308,噢我我花费就给了我，5月份么！,2
309,我我想我还会啥子原因，嘛！,2
310,因为您这个号码的话是存在异常使用行为。,2
311,主要是一场使用行为，啊我没有他的一套使用行为的嘛。,2
312,打印行。,2
313,嗯喂你好，就是。,2
314,您说您这边的话，就是,2
315,因为我们现在这边的话是根据那个工信部印发关于推进综合整治骚扰电话专项行动的工作方案，我们运营商有义务对用户的那个身份实名信息呼叫频次用途使用等进行监控与治理。,2
316,因大数据分析您这边号码是存在异常，使用行为可能影响到了他人的正常工作生活，先采取临时保护性限制措施，,2
317,如您有正常的通讯需求，请本人机主本人持身份证原件到指定影厅办理，,2
318,回肌肤计划是只能付一次。,2
319,然后加入了是附近再一次怎么办？出现这种情况。,2
320,的话就只能办理销户就无法在腹肌了！,2
321,哦。,2
322,拿过那个卡资源，就是就是买手机是绑定了的那种就是是买手机送的那种卡，就是消息好多，然后月租好多，他就是那种那加上那种，我要我要注销这个卡，不是我也他不是说就是违约啦嗯。,2
323,对，但是您那这边的话就建议您普及之后的话，后期也关注拨打使用情况好吧？,2
324,拨打使用情况，那我那个号码在投诉过吗？,0
325,这个的话我们无法帮您核实的，也请您谅解！,2
326,哦好好，谢谢嗯好好！,1
327,不客气，那这边请哈其他问题吗？,2
328,也对了，好好！,2
329,那感谢来电，祝您生活！,2
330,嗯。,2
331,3069。,2
332,号客服代表会。,2
333,您服务！,2
334,您好，是谁帮喂！,2
335,嗯您好，那个之前我用这个手机号反映过那个电信座机的问题，你可以看一下！,2
336,嗯什么呢？,2
337,抱歉，您声音有点点小声吗？陈先生，我这边听您说话有一点点困难。,1
338,嗯我说我用这个手机号反映过这个电信座机的问题，您先看一下。,2
339,噢我先帮您看到您说的是属于在8月29号，座机号码是2210286这个故障问题嘛。,2
340,对，不是故障问题，是我们那个升级改造把我那个座机停掉的！,0
341,嗯。,2
342,现在的话是。,2
343,会。,2
344,有没有上门处理过吗？,2
345,我想您看一下，真的这边自动电信给我打个电话，我不满意，但是我想看一下他，这个你们这边反馈的结果。,0
346,这边帮您看到，还在工单在途当中先生。,2
347,在吐嘛他。,2
348,给我给。,2
349,我的解决方案这个,2
350,嗯中间的这个叙述我就不不在这个讲太多了，因为你可以从那个单子上看，我也来过很多次电话了。,0
351,然后这个应该是我看昨天还是前天这个自动电信,2
352,客服部的一个女工作人员给我来电话，,2
353,然后他的意思就是说这个现在作息没有办法给我恢复，如果说现在要恢复的话，我只能够接受这个光鲜。,0
354,但是光鲜有一个问题，就是说他需要从这个外面,2
355,重新接线，,2
356,接线，然后在家里的这个墙上给下，,2
357,走到我的座机这个地方才能够让我继续用。,2
358,也就现在这一个解决方案说这个,2
359,好像不太合适，我说这个,2
360,嗯,2
361,他之前问我家里为什么没有预埋这个光纤的线？,2
362,我说这个小区是003还是04年的小区？,2
363,我说谁谁会去这个玉来供新建那个年头。,2
364,嗯然后你不能说，因为我没有运完线，所以说你就必须得走明线。,0
365,这个你们中国电信自贡电信在这个光纤升级改造之前，,0
366,应该是能够了解到这个小区的情况，吧,2
367,然后你们这个电信在升级改造之前，,2
368,没有进行这个72小时之前，也没有告诉用户，也没有去用过用户的这个,0
369,未来征求过意见。,0
370,就是这种一刀切这种比较野蛮的方式就直接给我改了。,0
371,嗯,2
372,所以说现在我只有继续投诉，,0
373,希望这个这个电信的这个,2
374,地区的负责人，或者说是你们地区的这个经理，还是什么能够做这个协商解决一下，要不然你们这个自动电信客服部的工作人员这个说实话，,0
375,这个语气也是很新颖，也不是太不好，从这个,0
376,这几次的回复当中，我也觉得你们工作人员这个,2
377,挺不耐烦的，我没办法，我这个怎么样，所以说我需要你们就自动电信的，这个你们地区的这样的负责人或谁机构来协商一下。,0
378,但就是说如果说是需要恢复的话，需要在您从外面到家里面的这个线路重新进行一个不限是吗？,2
379,对，我肯定不能接受，啊在在这个厂上面先学会就是,0
380,稍微等一下先生。,2
381,嗯行。,2
382,有,2
383,那先生您的问题的话，我这边帮您记录上去了，只要就是说那边的一个自贡负责人告知需要恢复，需要重新在外面拉一根光纤线，现在的话需要在您的家里面的墙上付，现现在您主要就是说像我们这边再次进行一个协商，吗对吧？,2
384,对，而这个不是不是你们自贡的自贡电信这个1万号，他说他是客服部的工作人员回复的不是你们这个时候信息负责人，然后中间我也反映过，你也应该看到有有你们这个运维工作人员上门，,2
385,因为这个在之前也有人告诉我说要重新布线，只是告诉我需要下一个光猫，其他什么都不影响。,2
386,然后当当你们运维工作人员上门之后，我才主要才给我说，,2
387,要通要从这个外面,2
388,从这个外面来拉线，她先拉到家里，然后在墙上出现才行，我才知道的。,0
389,嗯那您的问题，我先直接先帮您记录上去，到时候会有相关公司核实为您处理，请您后续保持您来电号码畅通，可以吗？,2
390,要听好信！,2
391,请问您还有其他问题吗？,2
392,没有其他问题了，,2
393,感谢您来电，祝您生活愉快，再见。,2
394,30080。,2
395,号客服代表会您服务您好，有什么可以帮您？,2
396,我看你们是不会别人到了极点了，我那个189的号码从昨天早上到现在居然还没给我恢复，人那凭借我的短信功能还跟我发说已经处理完毕了，你哪有处理完毕，啊今天早上给我发条短信来说处理完毕了，我的短信功能到现在还没有恢复，你们到底要怎样了，是不是要投诉到国际媒体里面才知道你们的错误，,0
397,非常抱歉，女士，这边的话嗯我看了一下您那个这个单子目前的话这边还在这个处理当中，没有这边的话给您这个就是,1
398,有没有这个的话给您这个回复电话呢。,2
399,什么处理当中啊我今天早上就收到一条短信说说我的说我这个反映投诉已经处理完毕了，我刚试了一下，到现在居然还发不出去，你们到底在做什么我昨天都已经说了，你说的那个理由完全是错误的是你们系统你们系统已经是了这样一段判断导致以前乱扣那通透了，很多费用都没有退我现在又出现新的问题，之前的那个总部那边投诉的问题都还没解决，现在又来这么严重的问题我跟你说了！,0
400,我昨天只是转发了一条新闻，是一个大媒体的新闻，不是我自己写的，有什么敏感是不敏感致什么违规啊简直是乱七八糟的，然后居然停到现在之前我好像也被也被你们乱停过，也没有这么久过，这次形式今天离谱到极点了，,0
401,现在已经超过24小时快48小时了，,2
402,稍微等一下女生。,2
403,说的，你们这样是违法宪法，,0
404,宪法上说的任何个人,2
405,的通信自由通信秘密都是受到法律保护的。,0
406,工信部让你们去自己去垃圾短信，没有在你们慢屏蔽用户的点对点短信，,0
407,你们这样去严重违法，你们难道不知道法律吗？你们这个已经是违法了。,0
408,是带。,2
409,任何违规是你们在违法，我跟你们走过也是这样说的。,0
410,不是我不是我有任何违规，是你们在违法你们的系统乱判断。,0
411,虽然说我的我的内容也,2
412,你们你们第一你们根本就没有任何权力去看用户的短信，这是侵犯隐私。,0
413,然后你们凭什么说我的内容里面有什么敏感至什么乱七八糟的，,0
414,珍稀的快乐。,2
415,而且之前也是四个小时恢复的，现在已经多少个小时了。,0
416,我说了，就算你现在立马给我恢复，都需要赔偿，你严重影响我正常的生活了已经。,0
417,稍微等待一下，明确给您记录清楚。,2
418,当时投诉的时候就说了，说我要用，叫你们立马恢复，你之前那个接电话的人还是跟我办了加急处理，哪有处理，啊,0
419,知道现在技术，,2
420,他叫他好意思说叫我的系统就是系统判断错误，所以才导致这个情况，还是你记住是狗，道你系统什么时候去做，我要用柔每个月交费的，你们是不是要要报到国际媒体，你们才知道你们犯的错误有多也错。,0
421,稍微等一下女士。,2
422,我这样的去每个月交了费的，而且你们乱扣我很多费用，,0
423,噢你们想屏就屏蔽，说说有违规就违规，哪有这样子的。,0
424,应该系统判断，我跟你说一个系统经常都是错的。,0
425,这里面说了什么是敏感，是哪条违规，你们就通通都说不出来。,0
426,本来本来像最开始的时候你将没有凭据，我就很生气了，那一次是好像是没有超过一个小时就解决了那这醉酒了。,0
427,需要回复我你们所谓的总经理热线，今天我就打就打了你们北京的总共就说了，,0
428,我就是要投诉你的手机，因为现金不是慢的，跟我打电话来说说，只有等系统自动恢复，然后就来一个已经处理完毕了。,0
429,什么样本系统制度恢复，道你系统什么时候会做？,0
430,早上的时候你们的接电话的那个人已经明确说了，我说我要用他就加急处理，然后然后也登记下来了。,2
431,这叫技术赶快给我处理好，尽快给我解决，结果到现在都居然还发不出去。,0
432,非常抱歉啊女士，您这边的话这个问题的话，我重新给您这边的话备注记录一下，我们中方安排这边后台公司给您核实。,1
433,不要，等怎么系统自动恢复？,0
434,你现在已经严重干扰我的通信自由和通信秘密了，,0
435,你见到背后都需要赔偿的，,0
436,叫你们立马恢复，然后然后给予我相关的赔偿，之前就是这样的，一而再再而三的侵犯我的通讯自由，如果是你的话，你有重要的事情要讲，然后一平就跟你平均,0
437,一天一天都打不通，一天都发不出去，你是什么感受，啊,0
438,我要没有做出任何违规的事情，我我昨天发出那条信息是是一条新闻，那是公公开的东西。,0
439,那个什么什么敏感不敏感，什么违规不明违规啊,0
440,报纸都可以登出来的，,0
441,有什么违规不违规，,0
442,那我觉得的话给您把您刚刚给我说到这边的话，您要求我这边的话给您这边被重新反馈一下，我们这边安排。,2
443,了，你们之前你们之前那个发的，通过短信，那个总经理说认识那个发的是错的，,2
444,虽然你你的权限没有主见通热线，但是我也要投诉，你也可以转达上去，总经理同样是乱写，帮我发一个短信来就处理完毕了，实际上根本没有处理，这就是服务制造。,0
445,然后我我的这个已经停了，从昨天早上到现在已经超过一天了，,2
446,都没有恢复，而且我这个短信我一直你们每个月都在收我的费的。,0
447,每个人来说，我的短信费你们想停就停，你们这是违法。,0
448,哪有这样子的，之前有一个其他地方的不是四川省的，在听了48个小时很多媒体的报告，所有所有的媒体上面找了律师，都说这种事应该有给给用户相应的赔偿的，而且在在停的时候根本没有通知，没有告知用户，,0
449,这这些都是错误的行为。,0
450,工信部是有规定屏蔽垃圾短信，但是不是针对个人点对点的，尤其是我这种,0
451,又没有乱发，又没有群发，,0
452,我从来没有群发过什么，也没有发过什么商业的东西，我都是正常的，这种东西，你们有什么有什么权利在这里乱给我屏蔽，啊,0
